municipality,year,inc
Albertslund,1997,120198.0
Ballerup,1997,125963.0
Brøndby,1997,117849.0
Gentofte,1997,178773.0
Gladsaxe,1997,127724.0
Glostrup,1997,124938.0
Herlev,1997,124169.0
Hvidovre,1997,120374.0
Høje-Taastrup,1997,128682.0
Ishøj,1997,119542.0
Lyngby-Taarbæk,1997,152463.0
Rødovre,1997,121541.0
Vallensbæk,1997,147366.0
Allerød,1997,153380.0
Egedal,1997,144329.0
Fredensborg,1997,153349.0
Frederikssund,1997,131898.0
Furesø,1997,155126.0
Gribskov,1997,130776.0
Halsnæs,1997,120473.0
Helsingør,1997,127841.0
Hillerød,1997,136190.0
Hørsholm,1997,190089.0
Rudersdal,1997,178605.0
Bornholm,1997,108888.0
Greve,1997,142924.0
Køge,1997,128136.0
Lejre,1997,139646.0
Roskilde,1997,136230.0
Solrød,1997,145765.0
Faxe,1997,119189.0
Guldborgsund,1997,110901.0
Holbæk,1997,120688.0
Kalundborg,1997,118819.0
Lolland,1997,105417.0
Næstved,1997,118768.0
Odsherred,1997,114927.0
Ringsted,1997,122130.0
Slagelse,1997,117067.0
Sorø,1997,118034.0
Stevns,1997,125590.0
Vordingborg,1997,113195.0
Assens,1997,115546.0
Faaborg-Midtfyn,1997,115600.0
Kerteminde,1997,122029.0
Langeland,1997,106069.0
Middelfart,1997,120989.0
Nordfyns,1997,115178.0
Nyborg,1997,114666.0
Odense,1997,114537.0
Svendborg,1997,114515.0
Ærø,1997,112297.0
Billund,1997,123888.0
Esbjerg,1997,121431.0
Fanø,1997,131321.0
Fredericia,1997,121115.0
Haderslev,1997,116191.0
Kolding,1997,123085.0
Sønderborg,1997,120192.0
Tønder,1997,116135.0
Varde,1997,121002.0
Vejen,1997,116109.0
Vejle,1997,124396.0
Aabenraa,1997,120183.0
Favrskov,1997,123135.0
Hedensted,1997,123349.0
Horsens,1997,118328.0
Norddjurs,1997,114709.0
Odder,1997,123350.0
Randers,1997,115953.0
Samsø,1997,109741.0
Silkeborg,1997,124794.0
Skanderborg,1997,128109.0
Syddjurs,1997,120606.0
Aarhus,1997,119995.0
Herning,1997,122719.0
Holstebro,1997,120554.0
Ikast-Brande,1997,119148.0
Lemvig,1997,118258.0
Ringkøbing-Skjern,1997,120752.0
Skive,1997,115754.0
Struer,1997,120412.0
Viborg,1997,118719.0
Brønderslev,1997,113089.0
Frederikshavn,1997,116842.0
Hjørring,1997,115255.0
Jammerbugt,1997,114387.0
Læsø,1997,112368.0
Mariagerfjord,1997,115387.0
Morsø,1997,111771.0
Rebild,1997,118242.0
Thisted,1997,114354.0
Vesthimmerlands,1997,111817.0
Aalborg,1997,116150.0
Copenhagen,1998,115502.0
Frederiksberg,1998,138973.0
Dragør,1998,158566.0
Tårnby,1998,133199.0
Albertslund,1998,125918.0
Ballerup,1998,132654.0
Brøndby,1998,123665.0
Gentofte,1998,189353.0
Gladsaxe,1998,133566.0
Glostrup,1998,130884.0
Herlev,1998,129825.0
Hvidovre,1998,126266.0
Høje-Taastrup,1998,133718.0
Ishøj,1998,125217.0
Lyngby-Taarbæk,1998,158235.0
Rødovre,1998,127103.0
Vallensbæk,1998,153332.0
Allerød,1998,161577.0
Egedal,1998,151523.0
Fredensborg,1998,150204.0
Frederikssund,1998,134591.0
Furesø,1998,163613.0
Gribskov,1998,138028.0
Halsnæs,1998,125713.0
Helsingør,1998,135926.0
Hillerød,1998,143334.0
Hørsholm,1998,199207.0
Rudersdal,1998,191180.0
Bornholm,1998,113408.0
Greve,1998,149391.0
Køge,1998,134413.0
Lejre,1998,145091.0
Roskilde,1998,143090.0
Solrød,1998,154173.0
Faxe,1998,125157.0
Guldborgsund,1998,115187.0
Holbæk,1998,126355.0
Kalundborg,1998,123786.0
Lolland,1998,110012.0
Næstved,1998,124214.0
Odsherred,1998,119162.0
Ringsted,1998,126715.0
Slagelse,1998,122019.0
Sorø,1998,123878.0
Stevns,1998,130311.0
Vordingborg,1998,117942.0
Assens,1998,120668.0
Faaborg-Midtfyn,1998,120059.0
Kerteminde,1998,126932.0
Langeland,1998,109661.0
Middelfart,1998,126536.0
Nordfyns,1998,119949.0
Nyborg,1998,119612.0
Odense,1998,120121.0
Svendborg,1998,119866.0
Ærø,1998,115958.0
Billund,1998,130048.0
Esbjerg,1998,126184.0
Fanø,1998,139591.0
Fredericia,1998,126527.0
Haderslev,1998,120168.0
Kolding,1998,128557.0
Sønderborg,1998,125112.0
Tønder,1998,121232.0
Varde,1998,125096.0
Vejen,1998,120380.0
Vejle,1998,128233.0
Aabenraa,1998,124994.0
Favrskov,1998,128796.0
Hedensted,1998,128191.0
Horsens,1998,123924.0
Norddjurs,1998,118180.0
Odder,1998,130661.0
Randers,1998,120986.0
Samsø,1998,113992.0
Silkeborg,1998,131164.0
Skanderborg,1998,134198.0
Syddjurs,1998,125704.0
Aarhus,1998,125176.0
Herning,1998,127903.0
Holstebro,1998,126564.0
Ikast-Brande,1998,122490.0
Lemvig,1998,122606.0
Ringkøbing-Skjern,1998,126169.0
Skive,1998,120702.0
Struer,1998,123907.0
Viborg,1998,124035.0
Brønderslev,1998,116230.0
Frederikshavn,1998,121397.0
Hjørring,1998,118900.0
Jammerbugt,1998,120542.0
Læsø,1998,115348.0
Mariagerfjord,1998,119832.0
Morsø,1998,115321.0
Rebild,1998,123121.0
Thisted,1998,118727.0
Vesthimmerlands,1998,116720.0
Aalborg,1998,121478.0
Copenhagen,1999,120124.0
Frederiksberg,1999,146269.0
Dragør,1999,164352.0
Tårnby,1999,137477.0
Albertslund,1999,130219.0
Ballerup,1999,136861.0
Brøndby,1999,126543.0
Gentofte,1999,192769.0
Gladsaxe,1999,138007.0
Glostrup,1999,135302.0
Herlev,1999,134415.0
Hvidovre,1999,130253.0
Høje-Taastrup,1999,137985.0
Ishøj,1999,128126.0
Lyngby-Taarbæk,1999,164898.0
Rødovre,1999,130701.0
Vallensbæk,1999,159294.0
Allerød,1999,166095.0
Egedal,1999,156289.0
Fredensborg,1999,155993.0
Frederikssund,1999,140057.0
Furesø,1999,166759.0
Gribskov,1999,141906.0
Halsnæs,1999,129379.0
Helsingør,1999,141258.0
Hillerød,1999,148298.0
Hørsholm,1999,204650.0
Rudersdal,1999,194957.0
Bornholm,1999,116256.0
Greve,1999,152686.0
Køge,1999,138290.0
Lejre,1999,148862.0
Roskilde,1999,147348.0
Solrød,1999,157981.0
Faxe,1999,128948.0
Guldborgsund,1999,119221.0
Holbæk,1999,130103.0
Kalundborg,1999,126342.0
Lolland,1999,112608.0
Næstved,1999,128231.0
Odsherred,1999,121969.0
Ringsted,1999,131882.0
Slagelse,1999,124254.0
Sorø,1999,128491.0
Stevns,1999,135155.0
Vordingborg,1999,122372.0
Assens,1999,123645.0
Faaborg-Midtfyn,1999,123149.0
Kerteminde,1999,130386.0
Langeland,1999,112094.0
Middelfart,1999,130409.0
Nordfyns,1999,121805.0
Nyborg,1999,121582.0
Odense,1999,123121.0
Svendborg,1999,122339.0
Ærø,1999,118102.0
Billund,1999,138967.0
Esbjerg,1999,128746.0
Fanø,1999,142554.0
Fredericia,1999,129648.0
Haderslev,1999,123793.0
Kolding,1999,132780.0
Sønderborg,1999,126464.0
Tønder,1999,123015.0
Varde,1999,128240.0
Vejen,1999,124201.0
Vejle,1999,134395.0
Aabenraa,1999,128638.0
Favrskov,1999,133414.0
Hedensted,1999,132441.0
Horsens,1999,128422.0
Norddjurs,1999,121907.0
Odder,1999,136536.0
Randers,1999,124837.0
Samsø,1999,118157.0
Silkeborg,1999,134826.0
Skanderborg,1999,139017.0
Syddjurs,1999,130974.0
Aarhus,1999,129372.0
Herning,1999,130671.0
Holstebro,1999,127410.0
Ikast-Brande,1999,126761.0
Lemvig,1999,124895.0
Ringkøbing-Skjern,1999,127596.0
Skive,1999,123184.0
Struer,1999,125789.0
Viborg,1999,127093.0
Brønderslev,1999,119493.0
Frederikshavn,1999,123191.0
Hjørring,1999,121080.0
Jammerbugt,1999,122374.0
Læsø,1999,118626.0
Mariagerfjord,1999,122779.0
Morsø,1999,117079.0
Rebild,1999,126919.0
Thisted,1999,121513.0
Vesthimmerlands,1999,118976.0
Aalborg,1999,125117.0
Copenhagen,2000,126051.0
Frederiksberg,2000,151840.0
Dragør,2000,169155.0
Tårnby,2000,141912.0
Albertslund,2000,133963.0
Ballerup,2000,143053.0
Brøndby,2000,132274.0
Gentofte,2000,209416.0
Gladsaxe,2000,143628.0
Glostrup,2000,141710.0
Herlev,2000,139124.0
Hvidovre,2000,134216.0
Høje-Taastrup,2000,142311.0
Ishøj,2000,131842.0
Lyngby-Taarbæk,2000,174340.0
Rødovre,2000,135255.0
Vallensbæk,2000,163762.0
Allerød,2000,173626.0
Egedal,2000,162593.0
Fredensborg,2000,164314.0
Frederikssund,2000,145130.0
Furesø,2000,177209.0
Gribskov,2000,146823.0
Halsnæs,2000,134396.0
Helsingør,2000,148524.0
Hillerød,2000,154260.0
Hørsholm,2000,220055.0
Rudersdal,2000,214996.0
Bornholm,2000,120584.0
Greve,2000,159542.0
Køge,2000,144518.0
Lejre,2000,155519.0
Roskilde,2000,153556.0
Solrød,2000,166187.0
Faxe,2000,132744.0
Guldborgsund,2000,123434.0
Holbæk,2000,135222.0
Kalundborg,2000,131325.0
Lolland,2000,116863.0
Næstved,2000,132397.0
Odsherred,2000,126248.0
Ringsted,2000,136036.0
Slagelse,2000,128921.0
Sorø,2000,133482.0
Stevns,2000,140078.0
Vordingborg,2000,127461.0
Assens,2000,129465.0
Faaborg-Midtfyn,2000,128424.0
Kerteminde,2000,134420.0
Langeland,2000,117088.0
Middelfart,2000,136296.0
Nordfyns,2000,127846.0
Nyborg,2000,126896.0
Odense,2000,127145.0
Svendborg,2000,126942.0
Ærø,2000,120891.0
Billund,2000,135569.0
Esbjerg,2000,133622.0
Fanø,2000,147879.0
Fredericia,2000,134280.0
Haderslev,2000,129351.0
Kolding,2000,136777.0
Sønderborg,2000,132663.0
Tønder,2000,128322.0
Varde,2000,132741.0
Vejen,2000,128874.0
Vejle,2000,138131.0
Aabenraa,2000,133447.0
Favrskov,2000,138348.0
Hedensted,2000,138889.0
Horsens,2000,132801.0
Norddjurs,2000,125641.0
Odder,2000,141579.0
Randers,2000,128679.0
Samsø,2000,121039.0
Silkeborg,2000,140678.0
Skanderborg,2000,144354.0
Syddjurs,2000,135199.0
Aarhus,2000,133380.0
Herning,2000,135809.0
Holstebro,2000,132362.0
Ikast-Brande,2000,133447.0
Lemvig,2000,130183.0
Ringkøbing-Skjern,2000,133488.0
Skive,2000,128394.0
Struer,2000,131195.0
Viborg,2000,132253.0
Brønderslev,2000,126330.0
Frederikshavn,2000,126598.0
Hjørring,2000,124814.0
Jammerbugt,2000,127780.0
Læsø,2000,120521.0
Mariagerfjord,2000,127842.0
Morsø,2000,123162.0
Rebild,2000,133095.0
Thisted,2000,127697.0
Vesthimmerlands,2000,123058.0
Aalborg,2000,130777.0
Copenhagen,2001,130923.0
Frederiksberg,2001,158658.0
Dragør,2001,176031.0
Tårnby,2001,147692.0
Albertslund,2001,139040.0
Ballerup,2001,147257.0
Brøndby,2001,136994.0
Gentofte,2001,219245.0
Gladsaxe,2001,149746.0
Glostrup,2001,146577.0
Herlev,2001,143401.0
Hvidovre,2001,139553.0
Høje-Taastrup,2001,148344.0
Ishøj,2001,137646.0
Lyngby-Taarbæk,2001,180433.0
Rødovre,2001,140854.0
Vallensbæk,2001,168956.0
Allerød,2001,180425.0
Egedal,2001,170811.0
Fredensborg,2001,168696.0
Frederikssund,2001,152080.0
Furesø,2001,183016.0
Gribskov,2001,153880.0
Halsnæs,2001,139078.0
Helsingør,2001,152789.0
Hillerød,2001,160843.0
Hørsholm,2001,222139.0
Rudersdal,2001,217606.0
Bornholm,2001,125114.0
Greve,2001,165980.0
Køge,2001,149396.0
Lejre,2001,162432.0
Roskilde,2001,160295.0
Solrød,2001,171973.0
Faxe,2001,139421.0
Guldborgsund,2001,128199.0
Holbæk,2001,140368.0
Kalundborg,2001,136155.0
Lolland,2001,121405.0
Næstved,2001,137206.0
Odsherred,2001,130472.0
Ringsted,2001,141307.0
Slagelse,2001,133239.0
Sorø,2001,139785.0
Stevns,2001,145870.0
Vordingborg,2001,131919.0
Assens,2001,133216.0
Faaborg-Midtfyn,2001,132405.0
Kerteminde,2001,138449.0
Langeland,2001,119712.0
Middelfart,2001,140713.0
Nordfyns,2001,132637.0
Nyborg,2001,131102.0
Odense,2001,131172.0
Svendborg,2001,131747.0
Ærø,2001,126803.0
Billund,2001,141553.0
Esbjerg,2001,136906.0
Fanø,2001,150249.0
Fredericia,2001,138409.0
Haderslev,2001,133695.0
Kolding,2001,140792.0
Sønderborg,2001,137058.0
Tønder,2001,131507.0
Varde,2001,136945.0
Vejen,2001,133990.0
Vejle,2001,142446.0
Aabenraa,2001,136031.0
Favrskov,2001,143945.0
Hedensted,2001,144133.0
Horsens,2001,137127.0
Norddjurs,2001,129870.0
Odder,2001,145083.0
Randers,2001,132944.0
Samsø,2001,126796.0
Silkeborg,2001,144802.0
Skanderborg,2001,148815.0
Syddjurs,2001,139829.0
Aarhus,2001,137859.0
Herning,2001,140906.0
Holstebro,2001,139877.0
Ikast-Brande,2001,136215.0
Lemvig,2001,136513.0
Ringkøbing-Skjern,2001,141786.0
Skive,2001,135867.0
Struer,2001,136138.0
Viborg,2001,137092.0
Brønderslev,2001,130657.0
Frederikshavn,2001,131248.0
Hjørring,2001,131201.0
Jammerbugt,2001,131975.0
Læsø,2001,124048.0
Mariagerfjord,2001,132245.0
Morsø,2001,129034.0
Rebild,2001,138547.0
Thisted,2001,133292.0
Vesthimmerlands,2001,127809.0
Aalborg,2001,133945.0
Copenhagen,2002,137294.0
Frederiksberg,2002,164326.0
Dragør,2002,183618.0
Tårnby,2002,154169.0
Albertslund,2002,143416.0
Ballerup,2002,154086.0
Brøndby,2002,142231.0
Gentofte,2002,223994.0
Gladsaxe,2002,156891.0
Glostrup,2002,152003.0
Herlev,2002,149787.0
Hvidovre,2002,145530.0
Høje-Taastrup,2002,153510.0
Ishøj,2002,142836.0
Lyngby-Taarbæk,2002,187262.0
Rødovre,2002,145912.0
Vallensbæk,2002,175251.0
Allerød,2002,184412.0
Egedal,2002,176511.0
Fredensborg,2002,177354.0
Frederikssund,2002,157731.0
Furesø,2002,189244.0
Gribskov,2002,160269.0
Halsnæs,2002,145135.0
Helsingør,2002,169738.0
Hillerød,2002,169132.0
Hørsholm,2002,226921.0
Rudersdal,2002,230698.0
Bornholm,2002,129515.0
Greve,2002,172779.0
Køge,2002,155552.0
Lejre,2002,168008.0
Roskilde,2002,167259.0
Solrød,2002,179234.0
Faxe,2002,144648.0
Guldborgsund,2002,132815.0
Holbæk,2002,146281.0
Kalundborg,2002,140845.0
Lolland,2002,126520.0
Næstved,2002,142938.0
Odsherred,2002,136209.0
Ringsted,2002,146528.0
Slagelse,2002,139607.0
Sorø,2002,144544.0
Stevns,2002,149671.0
Vordingborg,2002,136713.0
Assens,2002,137629.0
Faaborg-Midtfyn,2002,135593.0
Kerteminde,2002,144438.0
Langeland,2002,123638.0
Middelfart,2002,146892.0
Nordfyns,2002,136727.0
Nyborg,2002,136056.0
Odense,2002,135811.0
Svendborg,2002,137728.0
Ærø,2002,133043.0
Billund,2002,145781.0
Esbjerg,2002,142262.0
Fanø,2002,159242.0
Fredericia,2002,144250.0
Haderslev,2002,137633.0
Kolding,2002,145706.0
Sønderborg,2002,139258.0
Tønder,2002,133734.0
Varde,2002,141006.0
Vejen,2002,137705.0
Vejle,2002,147906.0
Aabenraa,2002,141262.0
Favrskov,2002,149079.0
Hedensted,2002,148463.0
Horsens,2002,141077.0
Norddjurs,2002,134347.0
Odder,2002,149908.0
Randers,2002,138124.0
Samsø,2002,129275.0
Silkeborg,2002,150402.0
Skanderborg,2002,154968.0
Syddjurs,2002,145636.0
Aarhus,2002,142971.0
Herning,2002,143597.0
Holstebro,2002,142416.0
Ikast-Brande,2002,139693.0
Lemvig,2002,139684.0
Ringkøbing-Skjern,2002,143074.0
Skive,2002,135935.0
Struer,2002,139860.0
Viborg,2002,141516.0
Brønderslev,2002,133485.0
Frederikshavn,2002,136359.0
Hjørring,2002,136130.0
Jammerbugt,2002,136503.0
Læsø,2002,128915.0
Mariagerfjord,2002,136182.0
Morsø,2002,131935.0
Rebild,2002,142334.0
Thisted,2002,134910.0
Vesthimmerlands,2002,133325.0
Aalborg,2002,138524.0
Copenhagen,2003,141610.0
Frederiksberg,2003,167543.0
Dragør,2003,192308.0
Tårnby,2003,160771.0
Albertslund,2003,146751.0
Ballerup,2003,157965.0
Brøndby,2003,146435.0
Gentofte,2003,232067.0
Gladsaxe,2003,161841.0
Glostrup,2003,157157.0
Herlev,2003,154988.0
Hvidovre,2003,151094.0
Høje-Taastrup,2003,159126.0
Ishøj,2003,147137.0
Lyngby-Taarbæk,2003,192367.0
Rødovre,2003,152317.0
Vallensbæk,2003,182815.0
Allerød,2003,195483.0
Egedal,2003,181396.0
Fredensborg,2003,182487.0
Frederikssund,2003,163324.0
Furesø,2003,193285.0
Gribskov,2003,166352.0
Halsnæs,2003,149816.0
Helsingør,2003,166245.0
Hillerød,2003,173260.0
Hørsholm,2003,228902.0
Rudersdal,2003,234135.0
Bornholm,2003,132909.0
Greve,2003,177521.0
Køge,2003,160022.0
Lejre,2003,173344.0
Roskilde,2003,171899.0
Solrød,2003,184808.0
Faxe,2003,148695.0
Guldborgsund,2003,137365.0
Holbæk,2003,150730.0
Kalundborg,2003,145126.0
Lolland,2003,130414.0
Næstved,2003,147243.0
Odsherred,2003,140760.0
Ringsted,2003,151424.0
Slagelse,2003,142781.0
Sorø,2003,149067.0
Stevns,2003,154282.0
Vordingborg,2003,141014.0
Assens,2003,142009.0
Faaborg-Midtfyn,2003,139908.0
Kerteminde,2003,146142.0
Langeland,2003,126487.0
Middelfart,2003,150376.0
Nordfyns,2003,138670.0
Nyborg,2003,141278.0
Odense,2003,139927.0
Svendborg,2003,141454.0
Ærø,2003,136451.0
Billund,2003,149429.0
Esbjerg,2003,146276.0
Fanø,2003,163273.0
Fredericia,2003,148218.0
Haderslev,2003,140377.0
Kolding,2003,149230.0
Sønderborg,2003,140214.0
Tønder,2003,137233.0
Varde,2003,144780.0
Vejen,2003,141398.0
Vejle,2003,152852.0
Aabenraa,2003,143946.0
Favrskov,2003,152990.0
Hedensted,2003,151271.0
Horsens,2003,145687.0
Norddjurs,2003,138086.0
Odder,2003,154240.0
Randers,2003,141700.0
Samsø,2003,133507.0
Silkeborg,2003,156067.0
Skanderborg,2003,160751.0
Syddjurs,2003,149198.0
Aarhus,2003,148044.0
Herning,2003,147142.0
Holstebro,2003,145064.0
Ikast-Brande,2003,143946.0
Lemvig,2003,140445.0
Ringkøbing-Skjern,2003,145437.0
Skive,2003,139005.0
Struer,2003,141760.0
Viborg,2003,146161.0
Brønderslev,2003,135944.0
Frederikshavn,2003,140244.0
Hjørring,2003,138560.0
Jammerbugt,2003,140003.0
Læsø,2003,130502.0
Mariagerfjord,2003,140606.0
Morsø,2003,134464.0
Rebild,2003,145465.0
Thisted,2003,137633.0
Vesthimmerlands,2003,136822.0
Aalborg,2003,142408.0
Copenhagen,2004,148965.0
Frederiksberg,2004,177691.0
Dragør,2004,201595.0
Tårnby,2004,169423.0
Albertslund,2004,153294.0
Ballerup,2004,165626.0
Brøndby,2004,153287.0
Gentofte,2004,249015.0
Gladsaxe,2004,169779.0
Glostrup,2004,166114.0
Herlev,2004,161423.0
Hvidovre,2004,158995.0
Høje-Taastrup,2004,166202.0
Ishøj,2004,152682.0
Lyngby-Taarbæk,2004,203524.0
Rødovre,2004,159483.0
Vallensbæk,2004,190410.0
Allerød,2004,206902.0
Egedal,2004,191056.0
Fredensborg,2004,191442.0
Frederikssund,2004,172340.0
Furesø,2004,200570.0
Gribskov,2004,175902.0
Halsnæs,2004,158141.0
Helsingør,2004,174286.0
Hillerød,2004,183075.0
Hørsholm,2004,244811.0
Rudersdal,2004,252036.0
Bornholm,2004,140879.0
Greve,2004,186606.0
Køge,2004,169167.0
Lejre,2004,182843.0
Roskilde,2004,181251.0
Solrød,2004,193699.0
Faxe,2004,157357.0
Guldborgsund,2004,145188.0
Holbæk,2004,159511.0
Kalundborg,2004,153745.0
Lolland,2004,137184.0
Næstved,2004,155388.0
Odsherred,2004,148054.0
Ringsted,2004,160761.0
Slagelse,2004,151104.0
Sorø,2004,158731.0
Stevns,2004,162212.0
Vordingborg,2004,147870.0
Assens,2004,150020.0
Faaborg-Midtfyn,2004,148173.0
Kerteminde,2004,155659.0
Langeland,2004,132848.0
Middelfart,2004,158209.0
Nordfyns,2004,147639.0
Nyborg,2004,148457.0
Odense,2004,147206.0
Svendborg,2004,148506.0
Ærø,2004,142274.0
Billund,2004,157900.0
Esbjerg,2004,155197.0
Fanø,2004,170000.0
Fredericia,2004,156396.0
Haderslev,2004,149655.0
Kolding,2004,159265.0
Sønderborg,2004,152297.0
Tønder,2004,145983.0
Varde,2004,154533.0
Vejen,2004,150203.0
Vejle,2004,162865.0
Aabenraa,2004,153381.0
Favrskov,2004,162330.0
Hedensted,2004,161437.0
Horsens,2004,153278.0
Norddjurs,2004,146112.0
Odder,2004,164544.0
Randers,2004,150418.0
Samsø,2004,142394.0
Silkeborg,2004,165406.0
Skanderborg,2004,170757.0
Syddjurs,2004,159368.0
Aarhus,2004,155566.0
Herning,2004,156753.0
Holstebro,2004,154250.0
Ikast-Brande,2004,152415.0
Lemvig,2004,150287.0
Ringkøbing-Skjern,2004,156366.0
Skive,2004,148832.0
Struer,2004,152118.0
Viborg,2004,154332.0
Brønderslev,2004,146043.0
Frederikshavn,2004,148340.0
Hjørring,2004,149099.0
Jammerbugt,2004,147705.0
Læsø,2004,139673.0
Mariagerfjord,2004,149537.0
Morsø,2004,148113.0
Rebild,2004,156351.0
Thisted,2004,147494.0
Vesthimmerlands,2004,145192.0
Aalborg,2004,150951.0
Copenhagen,2005,155028.0
Frederiksberg,2005,185689.0
Dragør,2005,209173.0
Tårnby,2005,175425.0
Albertslund,2005,156611.0
Ballerup,2005,171156.0
Brøndby,2005,158277.0
Gentofte,2005,286140.0
Gladsaxe,2005,179654.0
Glostrup,2005,171722.0
Herlev,2005,168435.0
Hvidovre,2005,164943.0
Høje-Taastrup,2005,171985.0
Ishøj,2005,157081.0
Lyngby-Taarbæk,2005,217526.0
Rødovre,2005,165924.0
Vallensbæk,2005,198079.0
Allerød,2005,217789.0
Egedal,2005,198735.0
Fredensborg,2005,202244.0
Frederikssund,2005,179475.0
Furesø,2005,210919.0
Gribskov,2005,183909.0
Halsnæs,2005,166695.0
Helsingør,2005,182892.0
Hillerød,2005,191690.0
Hørsholm,2005,258803.0
Rudersdal,2005,267556.0
Bornholm,2005,145774.0
Greve,2005,193244.0
Køge,2005,174364.0
Lejre,2005,190147.0
Roskilde,2005,187680.0
Solrød,2005,201318.0
Faxe,2005,162320.0
Guldborgsund,2005,150872.0
Holbæk,2005,166205.0
Kalundborg,2005,159622.0
Lolland,2005,141558.0
Næstved,2005,161231.0
Odsherred,2005,155033.0
Ringsted,2005,166863.0
Slagelse,2005,156701.0
Sorø,2005,165450.0
Stevns,2005,169192.0
Vordingborg,2005,154559.0
Assens,2005,153647.0
Faaborg-Midtfyn,2005,151763.0
Kerteminde,2005,160281.0
Langeland,2005,138031.0
Middelfart,2005,164589.0
Nordfyns,2005,152262.0
Nyborg,2005,152649.0
Odense,2005,152747.0
Svendborg,2005,154097.0
Ærø,2005,144583.0
Billund,2005,161823.0
Esbjerg,2005,159697.0
Fanø,2005,174967.0
Fredericia,2005,162377.0
Haderslev,2005,155234.0
Kolding,2005,164881.0
Sønderborg,2005,155482.0
Tønder,2005,150031.0
Varde,2005,160036.0
Vejen,2005,156107.0
Vejle,2005,169130.0
Aabenraa,2005,157175.0
Favrskov,2005,167660.0
Hedensted,2005,168349.0
Horsens,2005,160218.0
Norddjurs,2005,151407.0
Odder,2005,170445.0
Randers,2005,155357.0
Samsø,2005,145127.0
Silkeborg,2005,171537.0
Skanderborg,2005,178861.0
Syddjurs,2005,163602.0
Aarhus,2005,164626.0
Herning,2005,163648.0
Holstebro,2005,161337.0
Ikast-Brande,2005,157703.0
Lemvig,2005,154730.0
Ringkøbing-Skjern,2005,163555.0
Skive,2005,153804.0
Struer,2005,158425.0
Viborg,2005,160150.0
Brønderslev,2005,151899.0
Frederikshavn,2005,153404.0
Hjørring,2005,152785.0
Jammerbugt,2005,153974.0
Læsø,2005,143908.0
Mariagerfjord,2005,154025.0
Morsø,2005,150137.0
Rebild,2005,161358.0
Thisted,2005,152611.0
Vesthimmerlands,2005,150897.0
Aalborg,2005,155877.0
Copenhagen,2006,161706.0
Frederiksberg,2006,195470.0
Dragør,2006,216054.0
Tårnby,2006,181010.0
Albertslund,2006,161196.0
Ballerup,2006,176236.0
Brøndby,2006,162922.0
Gentofte,2006,300141.0
Gladsaxe,2006,183994.0
Glostrup,2006,176367.0
Herlev,2006,173950.0
Hvidovre,2006,169722.0
Høje-Taastrup,2006,175861.0
Ishøj,2006,160929.0
Lyngby-Taarbæk,2006,224145.0
Rødovre,2006,170876.0
Vallensbæk,2006,203558.0
Allerød,2006,223367.0
Egedal,2006,203930.0
Fredensborg,2006,208499.0
Frederikssund,2006,185568.0
Furesø,2006,219281.0
Gribskov,2006,190893.0
Halsnæs,2006,171975.0
Helsingør,2006,187215.0
Hillerød,2006,196464.0
Hørsholm,2006,274922.0
Rudersdal,2006,285218.0
Bornholm,2006,150963.0
Greve,2006,198576.0
Køge,2006,180304.0
Lejre,2006,195173.0
Roskilde,2006,193899.0
Solrød,2006,208135.0
Faxe,2006,167467.0
Guldborgsund,2006,157570.0
Holbæk,2006,170917.0
Kalundborg,2006,166345.0
Lolland,2006,146057.0
Næstved,2006,166650.0
Odsherred,2006,160442.0
Ringsted,2006,172900.0
Slagelse,2006,162088.0
Sorø,2006,171131.0
Stevns,2006,175073.0
Vordingborg,2006,159380.0
Assens,2006,160910.0
Faaborg-Midtfyn,2006,158752.0
Kerteminde,2006,164872.0
Langeland,2006,145760.0
Middelfart,2006,169978.0
Nordfyns,2006,159631.0
Nyborg,2006,159766.0
Odense,2006,158000.0
Svendborg,2006,160304.0
Ærø,2006,151732.0
Billund,2006,167878.0
Esbjerg,2006,166600.0
Fanø,2006,180694.0
Fredericia,2006,169317.0
Haderslev,2006,162702.0
Kolding,2006,172267.0
Sønderborg,2006,161044.0
Tønder,2006,157835.0
Varde,2006,166351.0
Vejen,2006,161810.0
Vejle,2006,176771.0
Aabenraa,2006,162941.0
Favrskov,2006,175227.0
Hedensted,2006,176091.0
Horsens,2006,167526.0
Norddjurs,2006,156513.0
Odder,2006,176075.0
Randers,2006,161043.0
Samsø,2006,151644.0
Silkeborg,2006,179386.0
Skanderborg,2006,187682.0
Syddjurs,2006,171048.0
Aarhus,2006,170113.0
Herning,2006,168682.0
Holstebro,2006,168243.0
Ikast-Brande,2006,165762.0
Lemvig,2006,165457.0
Ringkøbing-Skjern,2006,172308.0
Skive,2006,159993.0
Struer,2006,163254.0
Viborg,2006,167208.0
Brønderslev,2006,159080.0
Frederikshavn,2006,162556.0
Hjørring,2006,159305.0
Jammerbugt,2006,160898.0
Læsø,2006,155523.0
Mariagerfjord,2006,160886.0
Morsø,2006,154168.0
Rebild,2006,168983.0
Thisted,2006,159949.0
Vesthimmerlands,2006,156456.0
Aalborg,2006,160822.0
Copenhagen,2007,164751.0
Frederiksberg,2007,195834.0
Dragør,2007,221681.0
Tårnby,2007,183218.0
Albertslund,2007,164943.0
Ballerup,2007,179957.0
Brøndby,2007,165536.0
Gentofte,2007,301662.0
Gladsaxe,2007,186991.0
Glostrup,2007,181519.0
