municipality,year,income men,income women
Holstebro,2011,214583.0,175926.0
Holstebro,2012,223964.0,179581.0
Holstebro,2013,233752.0,183784.0
Holstebro,2014,229596.0,187310.0
Holstebro,2015,235967.0,189562.0
Holstebro,2016,233508.0,193143.0
Holstebro,2017,243081.0,198475.0
Holstebro,2018,246857.0,202116.0
Holstebro,2019,257294.0,206915.0
Holstebro,2020,269492.0,216979.0
Holstebro,2021,291940.0,225654.0
Holstebro,2022,290707.0,223732.0
Holstebro,2023,297715.0,228205.0
Horsens,1987,83959.0,64163.0
Horsens,1988,87425.0,68507.0
Horsens,1989,94449.0,75614.0
Horsens,1990,96276.0,76741.0
Horsens,1991,102738.0,80496.0
Horsens,1992,105662.0,84000.0
Horsens,1993,108601.0,86645.0
Horsens,1994,118248.0,92458.0
Horsens,1995,124425.0,96038.0
Horsens,1996,127223.0,99141.0
Horsens,1997,133341.0,103607.0
Horsens,1998,140081.0,108080.0
Horsens,1999,143861.0,113240.0
Horsens,2000,149512.0,116353.0
Horsens,2001,153690.0,120805.0
Horsens,2002,156492.0,125823.0
Horsens,2003,161944.0,129677.0
Horsens,2004,169925.0,136936.0
Horsens,2005,177769.0,142932.0
Horsens,2006,187103.0,148201.0
Horsens,2007,190730.0,152194.0
Horsens,2008,181595.0,154758.0
Horsens,2009,188925.0,162613.0
Horsens,2010,203057.0,175013.0
Horsens,2011,210009.0,177073.0
Horsens,2012,215465.0,181862.0
Horsens,2013,221173.0,187117.0
Horsens,2014,227433.0,190272.0
Horsens,2015,231282.0,193390.0
Horsens,2016,236618.0,196435.0
Horsens,2017,246221.0,200429.0
Horsens,2018,252997.0,207156.0
Horsens,2019,261846.0,212886.0
Horsens,2020,272114.0,224047.0
Horsens,2021,284483.0,231137.0
Horsens,2022,288719.0,227717.0
Horsens,2023,293588.0,233454.0
Hvidovre,1987,94950.0,72050.0
Hvidovre,1988,96692.0,75876.0
Hvidovre,1989,101085.0,80247.0
Hvidovre,1990,104214.0,82994.0
Hvidovre,1991,106706.0,86841.0
Hvidovre,1992,109653.0,89462.0
Hvidovre,1993,112371.0,92167.0
Hvidovre,1994,119409.0,98398.0
Hvidovre,1995,122564.0,101533.0
Hvidovre,1996,127004.0,105499.0
Hvidovre,1997,132055.0,109473.0
Hvidovre,1998,138559.0,114824.0
Hvidovre,1999,142574.0,118755.0
Hvidovre,2000,146619.0,122628.0
Hvidovre,2001,151850.0,128071.0
Hvidovre,2002,157928.0,134019.0
Hvidovre,2003,162785.0,140202.0
Hvidovre,2004,171062.0,147723.0
Hvidovre,2005,178237.0,152563.0
Hvidovre,2006,183230.0,157182.0
Hvidovre,2007,189739.0,162001.0
Hvidovre,2008,191203.0,167067.0
Hvidovre,2009,189718.0,170270.0
Hvidovre,2010,205405.0,182035.0
Hvidovre,2011,208532.0,185591.0
Hvidovre,2012,212686.0,189467.0
Hvidovre,2013,216724.0,193245.0
Hvidovre,2014,223097.0,197838.0
Hvidovre,2015,227757.0,200713.0
Hvidovre,2016,232552.0,203714.0
Hvidovre,2017,237758.0,208351.0
Hvidovre,2018,245028.0,214224.0
Hvidovre,2019,252026.0,220605.0
Hvidovre,2020,261241.0,232547.0
Hvidovre,2021,274444.0,241355.0
Hvidovre,2022,279444.0,240936.0
Hvidovre,2023,294551.0,249367.0
Høje-Taastrup,1987,99004.0,74209.0
Høje-Taastrup,1988,101451.0,79045.0
Høje-Taastrup,1989,105593.0,83727.0
Høje-Taastrup,1990,108147.0,86474.0
Høje-Taastrup,1991,111521.0,89491.0
Høje-Taastrup,1992,114689.0,92902.0
Høje-Taastrup,1993,117276.0,94934.0
Høje-Taastrup,1994,125530.0,101905.0
Høje-Taastrup,1995,131016.0,106111.0
Høje-Taastrup,1996,136024.0,109896.0
Høje-Taastrup,1997,143049.0,114563.0
Høje-Taastrup,1998,148375.0,119290.0
Høje-Taastrup,1999,152477.0,123730.0
Høje-Taastrup,2000,157064.0,127760.0
Høje-Taastrup,2001,163229.0,133778.0
Høje-Taastrup,2002,167860.0,139516.0
Høje-Taastrup,2003,173346.0,145234.0
Høje-Taastrup,2004,181276.0,151511.0
Høje-Taastrup,2005,188729.0,155705.0
Høje-Taastrup,2006,192426.0,159726.0
Høje-Taastrup,2007,195823.0,163683.0
Høje-Taastrup,2008,196694.0,168947.0
Høje-Taastrup,2009,198510.0,170552.0
Høje-Taastrup,2010,209368.0,182412.0
Høje-Taastrup,2011,213704.0,184375.0
Høje-Taastrup,2012,216841.0,186817.0
Høje-Taastrup,2013,221080.0,190316.0
Høje-Taastrup,2014,225414.0,193793.0
Høje-Taastrup,2015,229384.0,195888.0
Høje-Taastrup,2016,233232.0,199323.0
Høje-Taastrup,2017,238851.0,204714.0
Høje-Taastrup,2018,243116.0,208285.0
Høje-Taastrup,2019,250802.0,213242.0
Høje-Taastrup,2020,260128.0,221957.0
Høje-Taastrup,2021,271633.0,230595.0
Høje-Taastrup,2022,270884.0,229605.0
Høje-Taastrup,2023,281428.0,239191.0
Hørsholm,1987,145475.0,84399.0
Hørsholm,1988,148305.0,90152.0
Hørsholm,1989,144270.0,96469.0
Hørsholm,1990,155342.0,101868.0
Hørsholm,1991,159076.0,107530.0
Hørsholm,1992,155863.0,112700.0
Hørsholm,1993,190397.0,117233.0
Hørsholm,1994,176182.0,125713.0
Hørsholm,1995,203830.0,131804.0
Hørsholm,1996,213937.0,140181.0
Hørsholm,1997,240062.0,145735.0
Hørsholm,1998,250830.0,153320.0
Hørsholm,1999,252038.0,162962.0
Hørsholm,2000,284323.0,163804.0
Hørsholm,2001,279862.0,171818.0
Hørsholm,2002,285215.0,176070.0
Hørsholm,2003,282025.0,182727.0
Hørsholm,2004,305849.0,191690.0
Hørsholm,2005,324527.0,201798.0
Hørsholm,2006,350757.0,209546.0
Hørsholm,2007,380172.0,215251.0
Hørsholm,2008,321505.0,206968.0
Hørsholm,2009,305233.0,204212.0
Hørsholm,2010,379057.0,239465.0
Hørsholm,2011,394338.0,246604.0
Hørsholm,2012,405519.0,253599.0
Hørsholm,2013,422333.0,262428.0
Hørsholm,2014,429972.0,267113.0
Hørsholm,2015,443473.0,279573.0
Hørsholm,2016,450330.0,281355.0
Hørsholm,2017,483977.0,291933.0
Hørsholm,2018,470910.0,293735.0
Hørsholm,2019,483892.0,313607.0
Hørsholm,2020,532990.0,328045.0
Hørsholm,2021,542049.0,338047.0
Hørsholm,2022,522281.0,337112.0
Hørsholm,2023,548635.0,344580.0
Ikast-Brande,1987,84594.0,65905.0
Ikast-Brande,1988,87331.0,69526.0
Ikast-Brande,1989,92665.0,74637.0
Ikast-Brande,1990,95163.0,77879.0
Ikast-Brande,1991,103648.0,82197.0
Ikast-Brande,1992,105947.0,85304.0
Ikast-Brande,1993,110331.0,87617.0
Ikast-Brande,1994,116951.0,92916.0
Ikast-Brande,1995,123193.0,96640.0
Ikast-Brande,1996,128243.0,98874.0
Ikast-Brande,1997,135835.0,102377.0
Ikast-Brande,1998,137708.0,107228.0
Ikast-Brande,1999,142587.0,110798.0
Ikast-Brande,2000,151167.0,115484.0
Ikast-Brande,2001,152926.0,119222.0
Ikast-Brande,2002,154333.0,124881.0
Ikast-Brande,2003,159885.0,127819.0
Ikast-Brande,2004,169315.0,135302.0
Ikast-Brande,2005,176485.0,138671.0
Ikast-Brande,2006,186709.0,144415.0
Ikast-Brande,2007,198099.0,149523.0
Ikast-Brande,2008,182245.0,153520.0
Ikast-Brande,2009,179180.0,158995.0
Ikast-Brande,2010,198170.0,169789.0
Ikast-Brande,2011,207459.0,173147.0
Ikast-Brande,2012,211843.0,175642.0
Ikast-Brande,2013,223330.0,179252.0
Ikast-Brande,2014,221004.0,182006.0
Ikast-Brande,2015,229649.0,185347.0
Ikast-Brande,2016,234776.0,189102.0
Ikast-Brande,2017,241625.0,194576.0
Ikast-Brande,2018,245689.0,196770.0
Ikast-Brande,2019,266648.0,202678.0
Ikast-Brande,2020,292232.0,216079.0
Ikast-Brande,2021,279293.0,218695.0
Ikast-Brande,2022,286409.0,218827.0
Ikast-Brande,2023,289135.0,221693.0
Ishøj,1987,92810.0,74943.0
Ishøj,1988,95438.0,79721.0
Ishøj,1989,98755.0,82871.0
Ishøj,1990,101627.0,85527.0
Ishøj,1991,104734.0,88547.0
Ishøj,1992,107010.0,91380.0
Ishøj,1993,108751.0,92603.0
Ishøj,1994,115649.0,100221.0
Ishøj,1995,120491.0,102969.0
Ishøj,1996,124804.0,106440.0
Ishøj,1997,128901.0,110160.0
Ishøj,1998,135977.0,114542.0
Ishøj,1999,138663.0,117637.0
Ishøj,2000,142910.0,120933.0
Ishøj,2001,148761.0,126744.0
Ishøj,2002,154330.0,131590.0
Ishøj,2003,157686.0,136759.0
Ishøj,2004,163714.0,141759.0
Ishøj,2005,168658.0,145605.0
Ishøj,2006,172078.0,150000.0
Ishøj,2007,176488.0,154093.0
Ishøj,2008,178165.0,157445.0
Ishøj,2009,174714.0,160523.0
Ishøj,2010,187770.0,170457.0
Ishøj,2011,192092.0,172036.0
Ishøj,2012,194005.0,176155.0
Ishøj,2013,196187.0,179345.0
Ishøj,2014,197906.0,181744.0
Ishøj,2015,204036.0,183679.0
Ishøj,2016,207763.0,185580.0
Ishøj,2017,212362.0,189658.0
Ishøj,2018,216543.0,195240.0
Ishøj,2019,221103.0,199520.0
Ishøj,2020,231293.0,208790.0
Ishøj,2021,241551.0,217424.0
Ishøj,2022,246398.0,216207.0
Ishøj,2023,257665.0,225192.0
Jammerbugt,1987,79476.0,63161.0
Jammerbugt,1988,82214.0,67802.0
Jammerbugt,1989,86434.0,73145.0
Jammerbugt,1990,90391.0,76321.0
Jammerbugt,1991,95732.0,80240.0
Jammerbugt,1992,98528.0,83611.0
Jammerbugt,1993,102321.0,86564.0
Jammerbugt,1994,111823.0,91128.0
Jammerbugt,1995,116896.0,95018.0
Jammerbugt,1996,122676.0,98423.0
Jammerbugt,1997,126836.0,101702.0
Jammerbugt,1998,133970.0,106856.0
Jammerbugt,1999,133964.0,110598.0
Jammerbugt,2000,141642.0,113768.0
Jammerbugt,2001,145645.0,118222.0
Jammerbugt,2002,149719.0,123214.0
Jammerbugt,2003,152064.0,127896.0
Jammerbugt,2004,160920.0,134495.0
Jammerbugt,2005,169865.0,138001.0
Jammerbugt,2006,179263.0,142463.0
Jammerbugt,2007,177839.0,147643.0
Jammerbugt,2008,167532.0,151077.0
Jammerbugt,2009,172973.0,157838.0
Jammerbugt,2010,188855.0,169036.0
Jammerbugt,2011,197676.0,172562.0
Jammerbugt,2012,206455.0,175299.0
Jammerbugt,2013,214554.0,178397.0
Jammerbugt,2014,211721.0,182555.0
Jammerbugt,2015,214035.0,186204.0
Jammerbugt,2016,216477.0,187844.0
Jammerbugt,2017,225523.0,189661.0
Jammerbugt,2018,229061.0,197341.0
Jammerbugt,2019,241497.0,199810.0
Jammerbugt,2020,252812.0,212213.0
Jammerbugt,2021,273256.0,216961.0
Jammerbugt,2022,271176.0,217342.0
Jammerbugt,2023,274657.0,221338.0
Kalundborg,1987,86956.0,64821.0
Kalundborg,1988,90546.0,69946.0
Kalundborg,1989,96350.0,74673.0
Kalundborg,1990,100599.0,78210.0
Kalundborg,1991,105839.0,81529.0
Kalundborg,1992,108598.0,85616.0
Kalundborg,1993,111530.0,88531.0
Kalundborg,1994,120125.0,94009.0
Kalundborg,1995,125194.0,97940.0
Kalundborg,1996,127678.0,102099.0
Kalundborg,1997,132509.0,105135.0
Kalundborg,1998,137927.0,109709.0
Kalundborg,1999,139981.0,112776.0
Kalundborg,2000,145745.0,117003.0
Kalundborg,2001,150525.0,121954.0
Kalundborg,2002,154532.0,127249.0
Kalundborg,2003,157838.0,132537.0
Kalundborg,2004,167857.0,139779.0
Kalundborg,2005,175398.0,144049.0
Kalundborg,2006,184429.0,148527.0
Kalundborg,2007,187165.0,151872.0
Kalundborg,2008,173795.0,155811.0
Kalundborg,2009,183785.0,162588.0
Kalundborg,2010,199368.0,175190.0
Kalundborg,2011,203055.0,176064.0
Kalundborg,2012,212023.0,178014.0
Kalundborg,2013,218436.0,182749.0
Kalundborg,2014,221615.0,187643.0
Kalundborg,2015,231161.0,191779.0
Kalundborg,2016,231584.0,195528.0
Kalundborg,2017,236940.0,198374.0
Kalundborg,2018,242100.0,203462.0
Kalundborg,2019,250648.0,209337.0
Kalundborg,2020,258862.0,218321.0
Kalundborg,2021,274938.0,226717.0
Kalundborg,2022,283355.0,227931.0
Kalundborg,2023,297551.0,237693.0
Kerteminde,1987,86270.0,63523.0
Kerteminde,1988,91092.0,68733.0
Kerteminde,1989,97703.0,73822.0
Kerteminde,1990,100777.0,77577.0
Kerteminde,1991,106190.0,81387.0
Kerteminde,1992,109504.0,85337.0
Kerteminde,1993,111489.0,87860.0
Kerteminde,1994,123301.0,93048.0
Kerteminde,1995,128433.0,97450.0
Kerteminde,1996,132564.0,100776.0
Kerteminde,1997,139379.0,104840.0
Kerteminde,1998,145093.0,108950.0
Kerteminde,1999,147817.0,113240.0
Kerteminde,2000,151400.0,117543.0
Kerteminde,2001,155748.0,121381.0
Kerteminde,2002,161595.0,127444.0
Kerteminde,2003,160981.0,131543.0
Kerteminde,2004,172860.0,138815.0
Kerteminde,2005,178704.0,142320.0
Kerteminde,2006,183210.0,147056.0
Kerteminde,2007,192702.0,150962.0
Kerteminde,2008,179569.0,154964.0
Kerteminde,2009,185978.0,160842.0
Kerteminde,2010,200486.0,172339.0
Kerteminde,2011,206918.0,173828.0
Kerteminde,2012,208600.0,175914.0
Kerteminde,2013,216542.0,179703.0
Kerteminde,2014,225782.0,183452.0
Kerteminde,2015,231543.0,186371.0
Kerteminde,2016,237275.0,189285.0
Kerteminde,2017,241270.0,193238.0
Kerteminde,2018,246020.0,199465.0
Kerteminde,2019,257418.0,203018.0
Kerteminde,2020,263415.0,213995.0
Kerteminde,2021,290956.0,221377.0
Kerteminde,2022,286577.0,221111.0
Kerteminde,2023,299803.0,229575.0
Kolding,1987,86357.0,64132.0
Kolding,1988,89997.0,69454.0
Kolding,1989,95528.0,73855.0
Kolding,1990,99497.0,77878.0
Kolding,1991,104504.0,81384.0
Kolding,1992,108123.0,84987.0
Kolding,1993,112408.0,87774.0
Kolding,1994,121599.0,93442.0
Kolding,1995,128797.0,97437.0
Kolding,1996,133904.0,101231.0
Kolding,1997,141829.0,104969.0
Kolding,1998,148069.0,109703.0
Kolding,1999,152235.0,114025.0
Kolding,2000,155937.0,118307.0
Kolding,2001,159951.0,122332.0
Kolding,2002,163221.0,128743.0
Kolding,2003,166474.0,132541.0
Kolding,2004,179350.0,139812.0
Kolding,2005,185055.0,145261.0
Kolding,2006,194444.0,150695.0
Kolding,2007,196943.0,153576.0
Kolding,2008,195685.0,159856.0
Kolding,2009,193291.0,165411.0
Kolding,2010,213417.0,177522.0
Kolding,2011,217639.0,179516.0
Kolding,2012,223276.0,183054.0
Kolding,2013,226834.0,186207.0
Kolding,2014,232477.0,190450.0
Kolding,2015,240177.0,193953.0
Kolding,2016,244729.0,196779.0
Kolding,2017,253042.0,201891.0
Kolding,2018,258890.0,207518.0
Kolding,2019,266025.0,212782.0
Kolding,2020,284201.0,222760.0
Kolding,2021,295641.0,232090.0
Kolding,2022,295934.0,228967.0
Kolding,2023,306662.0,234308.0
Køge,1987,94761.0,68401.0
Køge,1988,98204.0,73486.0
Køge,1989,104284.0,78187.0
Køge,1990,107929.0,81949.0
Køge,1991,112943.0,86006.0
Køge,1992,115201.0,88706.0
Køge,1993,118690.0,91324.0
Køge,1994,126978.0,98948.0
Køge,1995,133689.0,103606.0
Køge,1996,138647.0,108234.0
Køge,1997,144510.0,112208.0
Køge,1998,151559.0,117886.0
Køge,1999,155809.0,121494.0
Køge,2000,163436.0,126410.0
Køge,2001,167720.0,131897.0
Køge,2002,173319.0,138563.0
Køge,2003,176794.0,144027.0
Køge,2004,187112.0,152061.0
Køge,2005,192661.0,157002.0
Køge,2006,199841.0,161778.0
Køge,2007,203960.0,165734.0
Køge,2008,201533.0,169127.0
Køge,2009,197503.0,172282.0
Køge,2010,215004.0,185111.0
Køge,2011,219268.0,186049.0
Køge,2012,224182.0,189669.0
Køge,2013,229503.0,193122.0
Køge,2014,236301.0,198977.0
Køge,2015,241640.0,202510.0
Køge,2016,244062.0,205324.0
Køge,2017,252930.0,209324.0
Køge,2018,258268.0,216220.0
Køge,2019,265682.0,221976.0
Køge,2020,282730.0,233696.0
Køge,2021,292767.0,241754.0
Køge,2022,293565.0,241145.0
Køge,2023,309922.0,247808.0
Langeland,1987,75795.0,60817.0
Langeland,1988,78988.0,64169.0
Langeland,1989,83415.0,69584.0
Langeland,1990,87288.0,74366.0
Langeland,1991,92283.0,76745.0
Langeland,1992,95373.0,80126.0
Langeland,1993,98122.0,82566.0
Langeland,1994,106233.0,86519.0
Langeland,1995,111058.0,90238.0
Langeland,1996,115028.0,93487.0
Langeland,1997,116810.0,95632.0
Langeland,1998,120373.0,99242.0
Langeland,1999,122750.0,101715.0
Langeland,2000,127099.0,107258.0
Langeland,2001,129534.0,110045.0
Langeland,2002,132238.0,115208.0
Langeland,2003,133731.0,119382.0
Langeland,2004,141149.0,124760.0
Langeland,2005,149640.0,126685.0
Langeland,2006,157499.0,134261.0
Langeland,2007,164144.0,139077.0
Langeland,2008,160765.0,141046.0
Langeland,2009,160274.0,145592.0
Langeland,2010,171785.0,155976.0
Langeland,2011,174038.0,157235.0
Langeland,2012,183110.0,160736.0
Langeland,2013,184052.0,164238.0
Langeland,2014,189445.0,167574.0
Langeland,2015,190493.0,169527.0
Langeland,2016,195433.0,171198.0
Langeland,2017,201433.0,173612.0
Langeland,2018,201749.0,177506.0
Langeland,2019,214772.0,183166.0
Langeland,2020,235251.0,191057.0
Langeland,2021,234085.0,198180.0
Langeland,2022,241887.0,197945.0
Langeland,2023,252330.0,206172.0
Lejre,1987,99232.0,72943.0
Lejre,1988,104831.0,78817.0
Lejre,1989,109618.0,82846.0
Lejre,1990,114771.0,86659.0
Lejre,1991,119087.0,91333.0
Lejre,1992,123558.0,95649.0
Lejre,1993,128496.0,99038.0
Lejre,1994,138048.0,106045.0
Lejre,1995,145557.0,110479.0
Lejre,1996,151852.0,115160.0
Lejre,1997,159424.0,119510.0
Lejre,1998,165178.0,124748.0
Lejre,1999,168739.0,128769.0
Lejre,2000,176642.0,134202.0
Lejre,2001,184014.0,140799.0
Lejre,2002,189552.0,146489.0
Lejre,2003,194274.0,152445.0
Lejre,2004,204202.0,161584.0
Lejre,2005,213866.0,166737.0
Lejre,2006,219847.0,170850.0
Lejre,2007,222095.0,174270.0
Lejre,2008,217247.0,177694.0
Lejre,2009,212942.0,178985.0
Lejre,2010,238240.0,195948.0
Lejre,2011,238994.0,196422.0
Lejre,2012,244877.0,201635.0
Lejre,2013,252931.0,207476.0
Lejre,2014,257461.0,209249.0
Lejre,2015,262373.0,214494.0
Lejre,2016,270565.0,217117.0
Lejre,2017,280424.0,221596.0
Lejre,2018,286144.0,230415.0
Lejre,2019,291613.0,235234.0
Lejre,2020,301861.0,246734.0
Lejre,2021,314598.0,260125.0
Lejre,2022,313203.0,259882.0
Lejre,2023,330088.0,262129.0
Lemvig,1987,87057.0,61523.0
Lemvig,1988,90125.0,66750.0
Lemvig,1989,94243.0,71517.0
Lemvig,1990,96686.0,74572.0
Lemvig,1991,103158.0,78333.0
Lemvig,1992,104897.0,81257.0
Lemvig,1993,106342.0,84184.0
Lemvig,1994,118417.0,89067.0
Lemvig,1995,125282.0,93292.0
Lemvig,1996,130353.0,96109.0
Lemvig,1997,137240.0,99118.0
Lemvig,1998,141531.0,103511.0
Lemvig,1999,142390.0,107158.0
Lemvig,2000,148978.0,111064.0
Lemvig,2001,156456.0,116217.0
Lemvig,2002,158117.0,120862.0
Lemvig,2003,155169.0,125442.0
Lemvig,2004,167957.0,132270.0
Lemvig,2005,172819.0,136201.0
Lemvig,2006,188847.0,141417.0
Lemvig,2007,194069.0,146038.0
Lemvig,2008,178099.0,149287.0
Lemvig,2009,173515.0,155065.0
Lemvig,2010,203610.0,166894.0
Lemvig,2011,209203.0,168906.0
Lemvig,2012,210715.0,170477.0
Lemvig,2013,229276.0,175072.0
Lemvig,2014,224415.0,176682.0
Lemvig,2015,235745.0,179432.0
Lemvig,2016,247306.0,183466.0
Lemvig,2017,254040.0,184974.0
Lemvig,2018,244847.0,188525.0
Lemvig,2019,265085.0,195518.0
Lemvig,2020,281295.0,203888.0
Lemvig,2021,297927.0,211249.0
Lemvig,2022,305626.0,208937.0
Lemvig,2023,319351.0,214663.0
Lolland,1987,77302.0,61776.0
Lolland,1988,81460.0,66591.0
Lolland,1989,86136.0,71459.0
Lolland,1990,90633.0,74733.0
Lolland,1991,94454.0,78720.0
Lolland,1992,95546.0,81258.0
Lolland,1993,97848.0,83836.0
Lolland,1994,105664.0,88370.0
Lolland,1995,108783.0,90998.0
Lolland,1996,112212.0,93606.0
Lolland,1997,114824.0,96199.0
Lolland,1998,120239.0,99972.0
Lolland,1999,122169.0,103215.0
Lolland,2000,126946.0,106919.0
Lolland,2001,131828.0,111106.0
Lolland,2002,136933.0,116262.0
Lolland,2003,140556.0,120408.0
Lolland,2004,147784.0,126685.0
Lolland,2005,153205.0,129945.0
Lolland,2006,158359.0,133752.0
Lolland,2007,157920.0,137220.0
Lolland,2008,157492.0,143590.0
Lolland,2009,163187.0,149150.0
Lolland,2010,174382.0,158631.0
Lolland,2011,177411.0,159119.0
Lolland,2012,182069.0,163963.0
Lolland,2013,190492.0,166742.0
Lolland,2014,195357.0,170329.0
Lolland,2015,197162.0,171890.0
Lolland,2016,197217.0,173560.0
Lolland,2017,202605.0,176724.0
Lolland,2018,203255.0,182676.0
Lolland,2019,214375.0,184451.0
Lolland,2020,222676.0,192857.0
Lolland,2021,238812.0,200938.0
Lolland,2022,243873.0,200731.0
Lolland,2023,253826.0,207966.0
Lyngby-Taarbæk,1987,114111.0,78237.0
Lyngby-Taarbæk,1988,117936.0,82026.0
Lyngby-Taarbæk,1989,123219.0,88332.0
Lyngby-Taarbæk,1990,128598.0,92383.0
Lyngby-Taarbæk,1991,130805.0,96629.0
Lyngby-Taarbæk,1992,135297.0,100804.0
Lyngby-Taarbæk,1993,143024.0,104883.0
Lyngby-Taarbæk,1994,150942.0,111853.0
Lyngby-Taarbæk,1995,155952.0,117039.0
Lyngby-Taarbæk,1996,166804.0,122640.0
Lyngby-Taarbæk,1997,178763.0,129629.0
Lyngby-Taarbæk,1998,185007.0,135035.0
Lyngby-Taarbæk,1999,193107.0,140299.0
Lyngby-Taarbæk,2000,205294.0,147349.0
Lyngby-Taarbæk,2001,209905.0,154824.0
Lyngby-Taarbæk,2002,216885.0,161496.0
Lyngby-Taarbæk,2003,220001.0,168244.0
Lyngby-Taarbæk,2004,233119.0,177490.0
Lyngby-Taarbæk,2005,248794.0,189979.0
Lyngby-Taarbæk,2006,253043.0,198609.0
Lyngby-Taarbæk,2007,263185.0,201766.0
Lyngby-Taarbæk,2008,254490.0,202340.0
Lyngby-Taarbæk,2009,247243.0,201928.0
Lyngby-Taarbæk,2010,288666.0,224451.0
Lyngby-Taarbæk,2011,296008.0,233999.0
Lyngby-Taarbæk,2012,304332.0,241865.0
Lyngby-Taarbæk,2013,320114.0,249268.0
Lyngby-Taarbæk,2014,341665.0,259557.0
Lyngby-Taarbæk,2015,354037.0,292588.0
Lyngby-Taarbæk,2016,349589.0,274046.0
Lyngby-Taarbæk,2017,353150.0,277050.0
Lyngby-Taarbæk,2018,358510.0,289289.0
Lyngby-Taarbæk,2019,375211.0,298925.0
Lyngby-Taarbæk,2020,390983.0,305057.0
Lyngby-Taarbæk,2021,429102.0,323240.0
Lyngby-Taarbæk,2022,400514.0,328062.0
Lyngby-Taarbæk,2023,436086.0,372915.0
Læsø,1987,78110.0,55691.0
Læsø,1988,81077.0,60592.0
Læsø,1989,84280.0,64299.0
Læsø,1990,88590.0,70351.0
Læsø,1991,96291.0,75354.0
Læsø,1992,97971.0,78456.0
Læsø,1993,96395.0,81182.0
Læsø,1994,110577.0,86917.0
Læsø,1995,115134.0,90379.0
Læsø,1996,122313.0,94140.0
Læsø,1997,127705.0,97207.0
Læsø,1998,130349.0,100041.0
Læsø,1999,133336.0,103680.0
Læsø,2000,134055.0,106619.0
Læsø,2001,137470.0,110408.0
Læsø,2002,143580.0,113849.0
Læsø,2003,142469.0,118471.0
Læsø,2004,154292.0,124991.0
Læsø,2005,158237.0,129530.0
Læsø,2006,179011.0,132035.0
Læsø,2007,179584.0,136342.0
Læsø,2008,161526.0,140593.0
Læsø,2009,163291.0,147357.0
Læsø,2010,182955.0,157574.0
Læsø,2011,191387.0,161661.0
Læsø,2012,196613.0,165706.0
Læsø,2013,204009.0,169667.0
Læsø,2014,199316.0,171892.0
Læsø,2015,203662.0,173705.0
Læsø,2016,211932.0,177846.0
Læsø,2017,220149.0,182078.0
Læsø,2018,217297.0,183108.0
Læsø,2019,228920.0,187668.0
Læsø,2020,231823.0,199744.0
Læsø,2021,261791.0,207157.0
Læsø,2022,242411.0,201152.0
Læsø,2023,264280.0,208272.0
Mariagerfjord,1987,79608.0,63221.0
Mariagerfjord,1988,82706.0,68200.0
Mariagerfjord,1989,88212.0,73125.0
Mariagerfjord,1990,90410.0,76262.0
Mariagerfjord,1991,96327.0,80526.0
Mariagerfjord,1992,98432.0,84093.0
Mariagerfjord,1993,101180.0,87032.0
Mariagerfjord,1994,112093.0,92167.0
Mariagerfjord,1995,117256.0,95723.0
Mariagerfjord,1996,121015.0,99960.0
Mariagerfjord,1997,127222.0,103527.0
Mariagerfjord,1998,132173.0,107454.0
Mariagerfjord,1999,134122.0,111415.0
Mariagerfjord,2000,139860.0,115771.0
Mariagerfjord,2001,145048.0,119385.0
Mariagerfjord,2002,148408.0,123956.0
Mariagerfjord,2003,153099.0,128122.0
Mariagerfjord,2004,163930.0,135172.0
Mariagerfjord,2005,169647.0,138463.0
Mariagerfjord,2006,179031.0,142729.0
Mariagerfjord,2007,182710.0,148143.0
Mariagerfjord,2008,174748.0,152161.0
Mariagerfjord,2009,174434.0,158503.0
Mariagerfjord,2010,191378.0,169860.0
Mariagerfjord,2011,198371.0,171224.0
Mariagerfjord,2012,205777.0,174815.0
Mariagerfjord,2013,208840.0,177037.0
Mariagerfjord,2014,214283.0,180635.0
Mariagerfjord,2015,217487.0,183081.0
Mariagerfjord,2016,222834.0,186010.0
Mariagerfjord,2017,231729.0,189720.0
Mariagerfjord,2018,235737.0,196447.0
Mariagerfjord,2019,249329.0,200879.0
Mariagerfjord,2020,260291.0,211600.0
Mariagerfjord,2021,272396.0,219149.0
Mariagerfjord,2022,281907.0,217563.0
Mariagerfjord,2023,286577.0,224241.0
Middelfart,1987,84524.0,65272.0
Middelfart,1988,88431.0,69626.0
Middelfart,1989,92507.0,74284.0
Middelfart,1990,98198.0,77476.0
Middelfart,1991,102212.0,81482.0
Middelfart,1992,105199.0,85225.0
Middelfart,1993,108507.0,88342.0
Middelfart,1994,118174.0,93343.0
Middelfart,1995,124664.0,97532.0
Middelfart,1996,129719.0,101686.0
Middelfart,1997,136534.0,105669.0
Middelfart,1998,142297.0,111021.0
Middelfart,1999,146092.0,115064.0
Middelfart,2000,153459.0,119489.0
Middelfart,2001,157543.0,124211.0
Middelfart,2002,163830.0,130327.0
Middelfart,2003,166640.0,134460.0
Middelfart,2004,175404.0,141463.0
Middelfart,2005,183790.0,145974.0
Middelfart,2006,189330.0,151139.0
Middelfart,2007,195487.0,155683.0
Middelfart,2008,192344.0,160199.0
Middelfart,2009,196018.0,167660.0
Middelfart,2010,215410.0,180120.0
Middelfart,2011,212156.0,182862.0
Middelfart,2012,224330.0,185769.0
Middelfart,2013,232583.0,186179.0
Middelfart,2014,231967.0,193657.0
