municipality,year,income men,income women
Middelfart,2015,244825.0,198168.0
Middelfart,2016,244187.0,200111.0
Middelfart,2017,259160.0,206603.0
Middelfart,2018,260036.0,210634.0
Middelfart,2019,279038.0,216799.0
Middelfart,2020,286336.0,232501.0
Middelfart,2021,301551.0,235330.0
Middelfart,2022,313419.0,233979.0
Middelfart,2023,317710.0,243182.0
Morsø,1987,78211.0,61627.0
Morsø,1988,82031.0,66715.0
Morsø,1989,86023.0,71208.0
Morsø,1990,89968.0,74666.0
Morsø,1991,95816.0,78240.0
Morsø,1992,99611.0,81662.0
Morsø,1993,103196.0,84592.0
Morsø,1994,111511.0,89087.0
Morsø,1995,115571.0,92197.0
Morsø,1996,121231.0,96023.0
Morsø,1997,125696.0,98008.0
Morsø,1998,128432.0,102285.0
Morsø,1999,128496.0,105763.0
Morsø,2000,136965.0,109511.0
Morsø,2001,143875.0,114346.0
Morsø,2002,144591.0,119402.0
Morsø,2003,145318.0,123704.0
Morsø,2004,166315.0,129937.0
Morsø,2005,166399.0,133818.0
Morsø,2006,171816.0,136449.0
Morsø,2007,164680.0,141311.0
Morsø,2008,161870.0,146720.0
Morsø,2009,163046.0,150503.0
Morsø,2010,172930.0,159547.0
Morsø,2011,185727.0,162442.0
Morsø,2012,190438.0,167019.0
Morsø,2013,200391.0,168714.0
Morsø,2014,201061.0,172100.0
Morsø,2015,206656.0,174550.0
Morsø,2016,208026.0,177120.0
Morsø,2017,220555.0,180443.0
Morsø,2018,219187.0,185015.0
Morsø,2019,239341.0,189595.0
Morsø,2020,246787.0,197745.0
Morsø,2021,254641.0,204812.0
Morsø,2022,268233.0,208176.0
Morsø,2023,269376.0,209688.0
Norddjurs,1987,80845.0,63105.0
Norddjurs,1988,83073.0,67545.0
Norddjurs,1989,89527.0,72112.0
Norddjurs,1990,97406.0,75602.0
Norddjurs,1991,99777.0,79476.0
Norddjurs,1992,102626.0,82800.0
Norddjurs,1993,104827.0,85557.0
Norddjurs,1994,114239.0,91307.0
Norddjurs,1995,120157.0,95505.0
Norddjurs,1996,124080.0,99008.0
Norddjurs,1997,127476.0,101868.0
Norddjurs,1998,131935.0,104357.0
Norddjurs,1999,135160.0,108679.0
Norddjurs,2000,138517.0,112699.0
Norddjurs,2001,142865.0,116825.0
Norddjurs,2002,146660.0,121977.0
Norddjurs,2003,150534.0,125552.0
Norddjurs,2004,160105.0,132095.0
Norddjurs,2005,166231.0,136555.0
Norddjurs,2006,173174.0,139836.0
Norddjurs,2007,179233.0,144154.0
Norddjurs,2008,170945.0,149084.0
Norddjurs,2009,172330.0,153538.0
Norddjurs,2010,187672.0,164569.0
Norddjurs,2011,194957.0,165655.0
Norddjurs,2012,198884.0,168379.0
Norddjurs,2013,202834.0,172250.0
Norddjurs,2014,206851.0,175600.0
Norddjurs,2015,210742.0,179356.0
Norddjurs,2016,211753.0,181794.0
Norddjurs,2017,219872.0,185871.0
Norddjurs,2018,224642.0,190397.0
Norddjurs,2019,232842.0,193610.0
Norddjurs,2020,245679.0,203328.0
Norddjurs,2021,254601.0,210871.0
Norddjurs,2022,266828.0,209353.0
Norddjurs,2023,272263.0,215301.0
Nordfyns,1987,79438.0,63124.0
Nordfyns,1988,83880.0,67950.0
Nordfyns,1989,89811.0,72249.0
Nordfyns,1990,93086.0,76253.0
Nordfyns,1991,100112.0,80139.0
Nordfyns,1992,102539.0,83359.0
Nordfyns,1993,105474.0,86086.0
Nordfyns,1994,114596.0,91056.0
Nordfyns,1995,119719.0,95203.0
Nordfyns,1996,122841.0,98391.0
Nordfyns,1997,128261.0,101903.0
Nordfyns,1998,133794.0,105962.0
Nordfyns,1999,134064.0,109383.0
Nordfyns,2000,141410.0,114039.0
Nordfyns,2001,146470.0,118574.0
Nordfyns,2002,149544.0,123741.0
Nordfyns,2003,149045.0,128158.0
Nordfyns,2004,160278.0,134843.0
Nordfyns,2005,166525.0,137779.0
Nordfyns,2006,176692.0,142371.0
Nordfyns,2007,176367.0,145369.0
Nordfyns,2008,167334.0,151275.0
Nordfyns,2009,170213.0,157695.0
Nordfyns,2010,187766.0,168885.0
Nordfyns,2011,197063.0,172581.0
Nordfyns,2012,201189.0,174600.0
Nordfyns,2013,208657.0,178144.0
Nordfyns,2014,210470.0,181345.0
Nordfyns,2015,215726.0,183693.0
Nordfyns,2016,216796.0,186206.0
Nordfyns,2017,227400.0,189755.0
Nordfyns,2018,234811.0,193436.0
Nordfyns,2019,245065.0,197028.0
Nordfyns,2020,251666.0,207385.0
Nordfyns,2021,261864.0,214040.0
Nordfyns,2022,267673.0,214383.0
Nordfyns,2023,275391.0,218961.0
Nyborg,1987,81600.0,63233.0
Nyborg,1988,87422.0,68266.0
Nyborg,1989,92561.0,73107.0
Nyborg,1990,96268.0,76784.0
Nyborg,1991,102463.0,79852.0
Nyborg,1992,104901.0,83068.0
Nyborg,1993,106319.0,85970.0
Nyborg,1994,114361.0,91197.0
Nyborg,1995,120203.0,95136.0
Nyborg,1996,123363.0,98261.0
Nyborg,1997,127823.0,101677.0
Nyborg,1998,132664.0,106774.0
Nyborg,1999,134084.0,109331.0
Nyborg,2000,140474.0,113558.0
Nyborg,2001,144959.0,117486.0
Nyborg,2002,150052.0,122431.0
Nyborg,2003,155900.0,127092.0
Nyborg,2004,163307.0,134017.0
Nyborg,2005,166525.0,139124.0
Nyborg,2006,176320.0,143568.0
Nyborg,2007,179013.0,147740.0
Nyborg,2008,178816.0,153212.0
Nyborg,2009,183274.0,159576.0
Nyborg,2010,195933.0,170103.0
Nyborg,2011,200153.0,171445.0
Nyborg,2012,203550.0,175467.0
Nyborg,2013,207049.0,178991.0
Nyborg,2014,213528.0,181496.0
Nyborg,2015,216396.0,184526.0
Nyborg,2016,219539.0,186642.0
Nyborg,2017,226041.0,190940.0
Nyborg,2018,234131.0,197431.0
Nyborg,2019,239397.0,202044.0
Nyborg,2020,249076.0,214580.0
Nyborg,2021,262373.0,220099.0
Nyborg,2022,268399.0,216826.0
Nyborg,2023,281864.0,225566.0
Næstved,1987,87683.0,65903.0
Næstved,1988,92815.0,70859.0
Næstved,1989,97719.0,75336.0
Næstved,1990,100400.0,78844.0
Næstved,1991,104884.0,83127.0
Næstved,1992,106538.0,85521.0
Næstved,1993,109753.0,88381.0
Næstved,1994,118418.0,94627.0
Næstved,1995,123785.0,97829.0
Næstved,1996,127692.0,101555.0
Næstved,1997,132832.0,105268.0
Næstved,1998,138694.0,110281.0
Næstved,1999,142509.0,114502.0
Næstved,2000,146798.0,118572.0
Næstved,2001,151684.0,123317.0
Næstved,2002,157165.0,129309.0
Næstved,2003,160976.0,134089.0
Næstved,2004,170136.0,141228.0
Næstved,2005,176589.0,146464.0
Næstved,2006,184091.0,149962.0
Næstved,2007,191622.0,154113.0
Næstved,2008,183767.0,157825.0
Næstved,2009,187626.0,165217.0
Næstved,2010,202218.0,177057.0
Næstved,2011,208053.0,178528.0
Næstved,2012,214026.0,182677.0
Næstved,2013,219876.0,186043.0
Næstved,2014,222080.0,190032.0
Næstved,2015,228463.0,192589.0
Næstved,2016,231140.0,195864.0
Næstved,2017,238929.0,200148.0
Næstved,2018,243392.0,205002.0
Næstved,2019,251673.0,211008.0
Næstved,2020,263442.0,221585.0
Næstved,2021,277475.0,228998.0
Næstved,2022,278934.0,227476.0
Næstved,2023,287954.0,232896.0
Odder,1987,87754.0,65492.0
Odder,1988,91101.0,71211.0
Odder,1989,97046.0,76038.0
Odder,1990,100201.0,79142.0
Odder,1991,106166.0,83791.0
Odder,1992,110614.0,87345.0
Odder,1993,111607.0,90035.0
Odder,1994,120592.0,96120.0
Odder,1995,129003.0,100309.0
Odder,1996,133887.0,104179.0
Odder,1997,139622.0,107647.0
Odder,1998,147956.0,113893.0
Odder,1999,155660.0,118092.0
Odder,2000,161096.0,122647.0
Odder,2001,162808.0,127860.0
Odder,2002,166116.0,134133.0
Odder,2003,169155.0,139735.0
Odder,2004,182196.0,147425.0
Odder,2005,189566.0,152046.0
Odder,2006,196876.0,156077.0
Odder,2007,199546.0,159091.0
Odder,2008,191336.0,162530.0
Odder,2009,199102.0,171633.0
Odder,2010,217574.0,184321.0
Odder,2011,221530.0,187937.0
Odder,2012,230836.0,191043.0
Odder,2013,236990.0,195771.0
Odder,2014,239704.0,202050.0
Odder,2015,243062.0,203592.0
Odder,2016,249536.0,207107.0
Odder,2017,256321.0,210774.0
Odder,2018,261727.0,215180.0
Odder,2019,274410.0,220921.0
Odder,2020,289183.0,232996.0
Odder,2021,299668.0,240203.0
Odder,2022,300664.0,238564.0
Odder,2023,312853.0,244777.0
Odense,1987,84425.0,64719.0
Odense,1988,88802.0,69064.0
Odense,1989,93438.0,73719.0
Odense,1990,96337.0,76372.0
Odense,1991,100477.0,80004.0
Odense,1992,102831.0,82695.0
Odense,1993,106166.0,85623.0
Odense,1994,112480.0,91668.0
Odense,1995,117918.0,95282.0
Odense,1996,121676.0,99011.0
Odense,1997,126943.0,103035.0
Odense,1998,133029.0,108181.0
Odense,1999,135725.0,111428.0
Odense,2000,140156.0,115075.0
Odense,2001,143877.0,119367.0
Odense,2002,148506.0,123975.0
Odense,2003,152084.0,128573.0
Odense,2004,160413.0,134832.0
Odense,2005,166653.0,139677.0
Odense,2006,173640.0,143299.0
Odense,2007,181171.0,150676.0
Odense,2008,177823.0,154432.0
Odense,2009,181177.0,161010.0
Odense,2010,196985.0,172570.0
Odense,2011,201244.0,173430.0
Odense,2012,200877.0,174649.0
Odense,2013,205841.0,180562.0
Odense,2014,209409.0,183936.0
Odense,2015,216571.0,186476.0
Odense,2016,217469.0,189148.0
Odense,2017,221594.0,192309.0
Odense,2018,227996.0,196572.0
Odense,2019,233850.0,201737.0
Odense,2020,242663.0,211419.0
Odense,2021,256610.0,220377.0
Odense,2022,258604.0,218633.0
Odense,2023,273129.0,228606.0
Odsherred,1987,84046.0,64727.0
Odsherred,1988,86684.0,69739.0
Odsherred,1989,90864.0,74607.0
Odsherred,1990,95241.0,78434.0
Odsherred,1991,100458.0,82440.0
Odsherred,1992,103222.0,86022.0
Odsherred,1993,106718.0,89261.0
Odsherred,1994,114043.0,94686.0
Odsherred,1995,117162.0,97592.0
Odsherred,1996,122393.0,100796.0
Odsherred,1997,125838.0,104088.0
Odsherred,1998,130575.0,107851.0
Odsherred,1999,133092.0,110989.0
Odsherred,2000,137727.0,114862.0
Odsherred,2001,141724.0,119314.0
Odsherred,2002,146976.0,125500.0
Odsherred,2003,151710.0,129804.0
Odsherred,2004,159354.0,136765.0
Odsherred,2005,168099.0,142016.0
Odsherred,2006,174948.0,146093.0
Odsherred,2007,177136.0,148123.0
Odsherred,2008,170981.0,151496.0
Odsherred,2009,173881.0,156357.0
Odsherred,2010,186954.0,169163.0
Odsherred,2011,189037.0,171530.0
Odsherred,2012,196740.0,174761.0
Odsherred,2013,202332.0,178812.0
Odsherred,2014,207545.0,182038.0
Odsherred,2015,210183.0,186057.0
Odsherred,2016,213195.0,188331.0
Odsherred,2017,220517.0,191992.0
Odsherred,2018,223566.0,197126.0
Odsherred,2019,233164.0,201060.0
Odsherred,2020,242160.0,211094.0
Odsherred,2021,255778.0,218370.0
Odsherred,2022,258832.0,219250.0
Odsherred,2023,269540.0,223903.0
Randers,1987,84298.0,63033.0
Randers,1988,87059.0,67837.0
Randers,1989,91762.0,72251.0
Randers,1990,94557.0,75475.0
Randers,1991,99092.0,79424.0
Randers,1992,101576.0,82774.0
Randers,1993,105124.0,85697.0
Randers,1994,114667.0,91026.0
Randers,1995,120355.0,94773.0
Randers,1996,125551.0,98743.0
Randers,1997,130421.0,102001.0
Randers,1998,135475.0,106978.0
Randers,1999,139293.0,110888.0
Randers,2000,143058.0,114809.0
Randers,2001,147831.0,118574.0
Randers,2002,152801.0,123936.0
Randers,2003,155564.0,128282.0
Randers,2004,166351.0,135000.0
Randers,2005,171682.0,139548.0
Randers,2006,179093.0,143516.0
Randers,2007,182825.0,149048.0
Randers,2008,181677.0,151565.0
Randers,2009,181203.0,159176.0
Randers,2010,196039.0,169122.0
Randers,2011,200210.0,171273.0
Randers,2012,204961.0,174419.0
Randers,2013,209975.0,176739.0
Randers,2014,212199.0,180417.0
Randers,2015,219527.0,183302.0
Randers,2016,223621.0,185677.0
Randers,2017,229197.0,189830.0
Randers,2018,237001.0,195221.0
Randers,2019,244419.0,201573.0
Randers,2020,255829.0,211611.0
Randers,2021,267183.0,216980.0
Randers,2022,274340.0,217264.0
Randers,2023,280428.0,223114.0
Rebild,1987,81933.0,65418.0
Rebild,1988,85130.0,70179.0
Rebild,1989,90186.0,74786.0
Rebild,1990,94433.0,77673.0
Rebild,1991,99843.0,81758.0
Rebild,1992,102702.0,85435.0
Rebild,1993,106348.0,89184.0
Rebild,1994,116346.0,94359.0
Rebild,1995,121829.0,97151.0
Rebild,1996,124976.0,101129.0
Rebild,1997,131452.0,104557.0
Rebild,1998,135699.0,110112.0
Rebild,1999,139347.0,114076.0
Rebild,2000,147322.0,118323.0
Rebild,2001,154288.0,122332.0
Rebild,2002,155918.0,128400.0
Rebild,2003,157557.0,133079.0
Rebild,2004,170640.0,141662.0
Rebild,2005,178057.0,144192.0
Rebild,2006,189091.0,148271.0
Rebild,2007,189625.0,153283.0
Rebild,2008,176846.0,159688.0
Rebild,2009,185667.0,166063.0
Rebild,2010,201004.0,178458.0
Rebild,2011,216083.0,179600.0
Rebild,2012,222557.0,186024.0
Rebild,2013,232764.0,189516.0
Rebild,2014,235307.0,194231.0
Rebild,2015,239064.0,198054.0
Rebild,2016,244402.0,201144.0
Rebild,2017,255536.0,206893.0
Rebild,2018,266793.0,210551.0
Rebild,2019,276341.0,218365.0
Rebild,2020,290406.0,228393.0
Rebild,2021,303680.0,236682.0
Rebild,2022,317095.0,235131.0
Rebild,2023,325204.0,241679.0
Ringkøbing-Skjern,1987,84470.0,64337.0
Ringkøbing-Skjern,1988,89325.0,68943.0
Ringkøbing-Skjern,1989,93802.0,73641.0
Ringkøbing-Skjern,1990,97795.0,77494.0
Ringkøbing-Skjern,1991,103708.0,81354.0
Ringkøbing-Skjern,1992,105062.0,84329.0
Ringkøbing-Skjern,1993,109491.0,87861.0
Ringkøbing-Skjern,1994,119919.0,93224.0
Ringkøbing-Skjern,1995,127685.0,97529.0
Ringkøbing-Skjern,1996,131319.0,99849.0
Ringkøbing-Skjern,1997,137453.0,103726.0
Ringkøbing-Skjern,1998,143664.0,108378.0
Ringkøbing-Skjern,1999,143151.0,111756.0
Ringkøbing-Skjern,2000,150936.0,115662.0
Ringkøbing-Skjern,2001,162232.0,120902.0
Ringkøbing-Skjern,2002,160246.0,125548.0
Ringkøbing-Skjern,2003,160592.0,129939.0
Ringkøbing-Skjern,2004,174854.0,137423.0
Ringkøbing-Skjern,2005,184515.0,142093.0
Ringkøbing-Skjern,2006,196808.0,147213.0
Ringkøbing-Skjern,2007,195123.0,152918.0
Ringkøbing-Skjern,2008,178948.0,154605.0
Ringkøbing-Skjern,2009,182442.0,161070.0
Ringkøbing-Skjern,2010,201894.0,170361.0
Ringkøbing-Skjern,2011,210129.0,172262.0
Ringkøbing-Skjern,2012,218910.0,175149.0
Ringkøbing-Skjern,2013,225900.0,177221.0
Ringkøbing-Skjern,2014,226430.0,181579.0
Ringkøbing-Skjern,2015,230703.0,183996.0
Ringkøbing-Skjern,2016,231345.0,185438.0
Ringkøbing-Skjern,2017,246135.0,189903.0
Ringkøbing-Skjern,2018,246857.0,194732.0
Ringkøbing-Skjern,2019,259955.0,199488.0
Ringkøbing-Skjern,2020,272042.0,209003.0
Ringkøbing-Skjern,2021,289077.0,215305.0
Ringkøbing-Skjern,2022,290395.0,215166.0
Ringkøbing-Skjern,2023,300254.0,219963.0
Ringsted,1987,91392.0,66618.0
Ringsted,1988,94331.0,71602.0
Ringsted,1989,99779.0,76393.0
Ringsted,1990,103615.0,80132.0
Ringsted,1991,108053.0,83768.0
Ringsted,1992,109370.0,86494.0
Ringsted,1993,111785.0,88934.0
Ringsted,1994,121041.0,95692.0
Ringsted,1995,127348.0,100815.0
Ringsted,1996,132387.0,104014.0
Ringsted,1997,136362.0,108268.0
Ringsted,1998,141650.0,112216.0
Ringsted,1999,148564.0,115639.0
Ringsted,2000,152185.0,120328.0
Ringsted,2001,156386.0,126670.0
Ringsted,2002,161037.0,132469.0
Ringsted,2003,166110.0,137175.0
Ringsted,2004,176289.0,145705.0
Ringsted,2005,183669.0,150556.0
Ringsted,2006,191514.0,154844.0
Ringsted,2007,199164.0,158991.0
Ringsted,2008,194548.0,163039.0
Ringsted,2009,191910.0,169609.0
Ringsted,2010,210878.0,181312.0
Ringsted,2011,213535.0,181264.0
Ringsted,2012,218930.0,186073.0
Ringsted,2013,225386.0,189018.0
Ringsted,2014,227633.0,194199.0
Ringsted,2015,233006.0,196407.0
Ringsted,2016,235766.0,200162.0
Ringsted,2017,247786.0,203146.0
Ringsted,2018,249846.0,209164.0
Ringsted,2019,256816.0,215950.0
Ringsted,2020,271567.0,225336.0
Ringsted,2021,285661.0,234629.0
Ringsted,2022,287969.0,232467.0
Ringsted,2023,296791.0,240509.0
Roskilde,1987,99056.0,72825.0
Roskilde,1988,103176.0,78118.0
Roskilde,1989,108452.0,82529.0
Roskilde,1990,112715.0,85831.0
Roskilde,1991,117326.0,89589.0
Roskilde,1992,119511.0,93620.0
Roskilde,1993,123165.0,97466.0
Roskilde,1994,131596.0,104305.0
Roskilde,1995,140739.0,109452.0
Roskilde,1996,146094.0,113981.0
Roskilde,1997,154291.0,119083.0
Roskilde,1998,162411.0,124825.0
Roskilde,1999,166698.0,129087.0
Roskilde,2000,173871.0,134442.0
Roskilde,2001,180826.0,140974.0
Roskilde,2002,187697.0,147989.0
Roskilde,2003,191558.0,153387.0
Roskilde,2004,202584.0,161232.0
Roskilde,2005,209824.0,166884.0
Roskilde,2006,217525.0,171695.0
Roskilde,2007,224549.0,176821.0
Roskilde,2008,217919.0,179577.0
Roskilde,2009,213187.0,180948.0
Roskilde,2010,235462.0,195278.0
Roskilde,2011,239779.0,199672.0
Roskilde,2012,245947.0,204781.0
Roskilde,2013,252023.0,207724.0
Roskilde,2014,259112.0,215902.0
Roskilde,2015,264101.0,221249.0
Roskilde,2016,271015.0,223442.0
Roskilde,2017,280043.0,229052.0
Roskilde,2018,288389.0,234800.0
Roskilde,2019,299017.0,242807.0
Roskilde,2020,312457.0,254484.0
Roskilde,2021,328653.0,265457.0
Roskilde,2022,329168.0,261361.0
Roskilde,2023,348336.0,276882.0
Rudersdal,1987,130727.0,81118.0
Rudersdal,1988,136534.0,85678.0
Rudersdal,1989,143087.0,92759.0
Rudersdal,1990,149871.0,97598.0
Rudersdal,1991,153603.0,102888.0
Rudersdal,1992,160987.0,107000.0
Rudersdal,1993,162022.0,113594.0
Rudersdal,1994,177585.0,98414.0
Rudersdal,1995,188476.0,126741.0
Rudersdal,1996,202539.0,134457.0
Rudersdal,1997,216656.0,144115.0
Rudersdal,1998,233679.0,152719.0
Rudersdal,1999,238408.0,155811.0
Rudersdal,2000,270779.0,164937.0
Rudersdal,2001,270864.0,169675.0
Rudersdal,2002,289761.0,177675.0
Rudersdal,2003,294703.0,179430.0
Rudersdal,2004,310195.0,199707.0
Rudersdal,2005,326818.0,214184.0
Rudersdal,2006,360088.0,217739.0
Rudersdal,2007,357010.0,224511.0
Rudersdal,2008,321435.0,217759.0
Rudersdal,2009,301153.0,213032.0
Rudersdal,2010,375256.0,244968.0
Rudersdal,2011,382545.0,256938.0
Rudersdal,2012,407953.0,268434.0
Rudersdal,2013,434783.0,279714.0
Rudersdal,2014,457415.0,290520.0
Rudersdal,2015,464483.0,301132.0
Rudersdal,2016,505073.0,307927.0
Rudersdal,2017,503412.0,320759.0
Rudersdal,2018,506804.0,326048.0
Rudersdal,2019,539265.0,349565.0
Rudersdal,2020,542477.0,366331.0
Rudersdal,2021,622100.0,375270.0
Rudersdal,2022,577665.0,359185.0
Rudersdal,2023,627477.0,386624.0
Rødovre,1987,94501.0,71892.0
Rødovre,1988,98333.0,76693.0
Rødovre,1989,102037.0,80879.0
Rødovre,1990,104654.0,84107.0
Rødovre,1991,107510.0,87544.0
Rødovre,1992,110811.0,90683.0
Rødovre,1993,113125.0,93385.0
Rødovre,1994,120779.0,99616.0
Rødovre,1995,124851.0,102838.0
Rødovre,1996,128981.0,106496.0
Rødovre,1997,134103.0,110362.0
Rødovre,1998,140360.0,115333.0
Rødovre,1999,143483.0,119270.0
Rødovre,2000,148698.0,123152.0
Rødovre,2001,154072.0,128973.0
Rødovre,2002,158104.0,134892.0
Rødovre,2003,164238.0,141499.0
Rødovre,2004,171820.0,148353.0
Rødovre,2005,178668.0,154385.0
Rødovre,2006,183438.0,159387.0
Rødovre,2007,188506.0,164409.0
Rødovre,2008,195942.0,166671.0
Rødovre,2009,188873.0,171128.0
Rødovre,2010,202366.0,182909.0
Rødovre,2011,208348.0,185861.0
Rødovre,2012,210929.0,190506.0
Rødovre,2013,217260.0,195121.0
Rødovre,2014,222526.0,199916.0
Rødovre,2015,231062.0,203046.0
Rødovre,2016,235222.0,206714.0
Rødovre,2017,240334.0,212895.0
Rødovre,2018,248594.0,216897.0
Rødovre,2019,253641.0,222879.0
Rødovre,2020,266666.0,235091.0
Rødovre,2021,278685.0,243950.0
Rødovre,2022,279997.0,242082.0
Rødovre,2023,295374.0,250873.0
Samsø,1987,70220.0,61930.0
Samsø,1988,74370.0,66424.0
Samsø,1989,79422.0,71668.0
Samsø,1990,83026.0,75516.0
Samsø,1991,89512.0,78389.0
Samsø,1992,92171.0,81627.0
Samsø,1993,93066.0,85013.0
Samsø,1994,103387.0,89879.0
Samsø,1995,115335.0,93343.0
Samsø,1996,118468.0,97292.0
Samsø,1997,119734.0,100205.0
Samsø,1998,124521.0,104117.0
Samsø,1999,127204.0,109418.0
Samsø,2000,129894.0,112657.0
Samsø,2001,137009.0,117140.0
Samsø,2002,137415.0,121599.0
Samsø,2003,139752.0,127625.0
Samsø,2004,151123.0,134229.0
Samsø,2005,154972.0,135961.0
Samsø,2006,164898.0,139272.0
Samsø,2007,168377.0,142945.0
Samsø,2008,165888.0,147382.0
Samsø,2009,170888.0,155607.0
Samsø,2010,170947.0,167045.0
Samsø,2011,184999.0,171459.0
Samsø,2012,197821.0,174320.0
Samsø,2013,206288.0,174631.0
Samsø,2014,204611.0,179718.0
Samsø,2015,219069.0,183855.0
Samsø,2016,208057.0,188979.0
Samsø,2017,221214.0,192834.0
Samsø,2018,225364.0,197729.0
Samsø,2019,243095.0,202384.0
Samsø,2020,261342.0,210989.0
Samsø,2021,268061.0,221473.0
Samsø,2022,262675.0,211870.0
Samsø,2023,277149.0,219772.0
Silkeborg,1987,86802.0,66957.0
Silkeborg,1988,90223.0,71417.0
Silkeborg,1989,97444.0,76632.0
Silkeborg,1990,100027.0,80079.0
Silkeborg,1991,106954.0,84104.0
Silkeborg,1992,108670.0,87443.0
Silkeborg,1993,116863.0,90142.0
Silkeborg,1994,125798.0,95941.0
Silkeborg,1995,132313.0,100493.0
Silkeborg,1996,143476.0,103720.0
Silkeborg,1997,142073.0,108057.0
Silkeborg,1998,148511.0,114377.0
Silkeborg,1999,153033.0,117170.0
Silkeborg,2000,160324.0,121700.0
Silkeborg,2001,164280.0,126002.0
Silkeborg,2002,169672.0,131794.0
Silkeborg,2003,176612.0,136158.0
Silkeborg,2004,187387.0,144037.0
Silkeborg,2005,194406.0,149334.0
Silkeborg,2006,205249.0,154251.0
Silkeborg,2007,208648.0,158031.0
Silkeborg,2008,202696.0,160442.0
Silkeborg,2009,207926.0,167853.0
Silkeborg,2010,213336.0,180898.0
Silkeborg,2011,210692.0,183482.0
Silkeborg,2012,226177.0,187909.0
Silkeborg,2013,231043.0,192366.0
Silkeborg,2014,210468.0,196635.0
Silkeborg,2015,246891.0,200638.0
Silkeborg,2016,263119.0,204899.0
Silkeborg,2017,264179.0,209860.0
Silkeborg,2018,269572.0,215159.0
Silkeborg,2019,277907.0,221086.0
Silkeborg,2020,291655.0,233955.0
Silkeborg,2021,306565.0,244500.0
Silkeborg,2022,312542.0,240683.0
Silkeborg,2023,322505.0,246429.0
Skanderborg,1987,87649.0,66933.0
Skanderborg,1988,90887.0,71252.0
Skanderborg,1989,97666.0,75980.0
Skanderborg,1990,101658.0,79667.0
Skanderborg,1991,107054.0,83741.0
Skanderborg,1992,112266.0,87449.0
Skanderborg,1993,115009.0,90685.0
Skanderborg,1994,125606.0,96670.0
Skanderborg,1995,132787.0,101769.0
Skanderborg,1996,139102.0,105779.0
Skanderborg,1997,145742.0,110467.0
Skanderborg,1998,152372.0,116104.0
Skanderborg,1999,157016.0,121079.0
Skanderborg,2000,163267.0,125626.0
Skanderborg,2001,167548.0,130322.0
Skanderborg,2002,173006.0,137051.0
Skanderborg,2003,179282.0,142462.0
Skanderborg,2004,190782.0,151081.0
Skanderborg,2005,200925.0,157244.0
Skanderborg,2006,213257.0,162651.0
Skanderborg,2007,215333.0,167839.0
Skanderborg,2008,208463.0,170691.0
Skanderborg,2009,209834.0,178684.0
Skanderborg,2010,232655.0,191998.0
Skanderborg,2011,239276.0,196949.0
Skanderborg,2012,248503.0,201399.0
Skanderborg,2013,253142.0,207104.0
Skanderborg,2014,261141.0,212639.0
Skanderborg,2015,268661.0,215396.0
Skanderborg,2016,274107.0,219738.0
Skanderborg,2017,280557.0,225053.0
Skanderborg,2018,289286.0,231262.0
Skanderborg,2019,299621.0,239290.0
Skanderborg,2020,319446.0,250524.0
Skanderborg,2021,332946.0,260016.0
Skanderborg,2022,335112.0,255228.0
Skanderborg,2023,343687.0,262803.0
Skive,1987,81408.0,62910.0
Skive,1988,84810.0,67778.0
Skive,1989,90579.0,72591.0
Skive,1990,94279.0,76432.0
Skive,1991,99034.0,80210.0
Skive,1992,101659.0,83358.0
Skive,1993,105754.0,86888.0
Skive,1994,114723.0,91854.0
Skive,1995,119515.0,95607.0
Skive,1996,125671.0,99952.0
Skive,1997,128762.0,102643.0
Skive,1998,133917.0,107366.0
Skive,1999,135176.0,111022.0
Skive,2000,141715.0,114876.0
Skive,2001,150767.0,120727.0
Skive,2002,148706.0,122915.0
Skive,2003,150295.0,127495.0
Skive,2004,163057.0,134330.0
Skive,2005,169595.0,137670.0
Skive,2006,177577.0,142065.0
Skive,2007,182845.0,146324.0
Skive,2008,172940.0,150777.0
Skive,2009,176349.0,158088.0
Skive,2010,189494.0,167297.0
Skive,2011,195591.0,170545.0
Skive,2012,202850.0,173448.0
Skive,2013,208531.0,175308.0
Skive,2014,209814.0,179564.0
Skive,2015,217376.0,182515.0
Skive,2016,221638.0,185097.0
Skive,2017,231166.0,190028.0
Skive,2018,234394.0,195662.0
Skive,2019,245742.0,199576.0
Skive,2020,261760.0,212205.0
Skive,2021,272257.0,214701.0
Skive,2022,280383.0,214526.0
Skive,2023,285196.0,218201.0
Slagelse,1987,86113.0,65121.0
Slagelse,1988,90403.0,69276.0
Slagelse,1989,95111.0,74284.0
Slagelse,1990,101059.0,77973.0
Slagelse,1991,104125.0,81576.0
Slagelse,1992,106199.0,84762.0
Slagelse,1993,110813.0,87650.0
Slagelse,1994,117786.0,93526.0
Slagelse,1995,123020.0,97521.0
Slagelse,1996,126264.0,101097.0
Slagelse,1997,130356.0,104252.0
Slagelse,1998,135652.0,108911.0
Slagelse,1999,137530.0,111475.0
Slagelse,2000,142503.0,115880.0
Slagelse,2001,146875.0,120111.0
Slagelse,2002,153732.0,125983.0
Slagelse,2003,155953.0,130139.0
Slagelse,2004,165612.0,137196.0
Slagelse,2005,172752.0,141330.0
Slagelse,2006,178631.0,146212.0
Slagelse,2007,185412.0,151653.0
Slagelse,2008,180065.0,153666.0
Slagelse,2009,183534.0,161854.0
Slagelse,2010,195487.0,172264.0
